Items_AffixesBoons>�;;#Dev Description;Stat Group;Slot;Affix Group;Special;MinRarity;;1.5;;#;#;#;#;#;#;#;13;31;31;0;1;81;57;81;41;29;37;88;88;0;1;213;150;213;107;75;71;170;170;0;1;354;248;354;177;124;107;256;256;0;1;502;351;502;251;176;145;348;348;0;1;660;462;660;330;231;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;;;;Effect1;;;;;;;;;;;;;;;;;;#;#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Effect2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Effect3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Effect4;;;;;;;;;;;;Effect5;;;;;;;;;;;;Effect6;;;;;;;;;;;;Effect7;;;;;;;;;;;;Effect8;;;;;;;;;;;
;d%;Damage %;Item;none;@d;FALSE;brok;1;1;FALSE;;100;100;200;300;400;500;9999;52;0;34;0;0;25;25;70;100;9999;104;0;68;0;0;50;50;140;200;9999;156;0;102;0;0;75;75;210;300;9999;208;0;136;0;0;100;100;280;400;9999;260;0;170;0;0;125;125;350;500;9999;0.52;0;0.34;0;0;0.25;0.25;0.7;1;122%;245%;367%;490%;612%;;;;;;;TRUE;statm_mult;stat;pow;group;;;;;;;;;;;;;;0;1;1;;per;0.004;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0
;ad%;Attack Damage %;Item;none;@gd;FALSE;brok;1;1;FALSE;;100;100;200;300;400;500;9999;52;0;34;0;0;25;25;70;100;9999;104;0;68;0;0;50;50;140;200;9999;156;0;102;0;0;75;75;210;300;9999;208;0;136;0;0;100;100;280;400;9999;260;0;170;0;0;125;125;350;500;9999;0.52;0;0.34;0;0;0.25;0.25;0.7;1;490%;979%;1469%;1958%;2448%;;;;;;;TRUE;statm_mult;stat;pow;group;Weapon;;;;;;;;;;;;;0;1;1;;per;0.011;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0
;dd%;Dash Damage %;Item;none;@gd;FALSE;comm;0.8;1;FALSE;;100;100;200;300;400;500;9999;52;0;34;0;30;25;25;70;100;9999;104;0;68;0;60;50;50;140;200;9999;156;0;102;0;90;75;75;210;300;9999;208;0;136;0;120;100;100;280;400;9999;260;0;170;0;150;125;125;350;500;9999;0.52;0;0.34;0;0.3;0.25;0.25;0.7;1;538%;1075%;1613%;2150%;2688%;;;;;;;TRUE;statm_mult;stat;pow;group;Skill.Dash;;;;;;;;;;;;;0;1;1;;per;0.014;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0
;sd%;Strike Damage %;Item;none;@gd;FALSE;comm;1.2;1;FALSE;;100;100;200;300;400;500;9999;52;0;34;0;0;25;25;70;100;9999;104;0;68;0;0;50;50;140;200;9999;156;0;102;0;0;75;75;210;300;9999;208;0;136;0;0;100;100;280;400;9999;260;0;170;0;0;125;125;350;500;9999;0.52;0;0.34;0;0;0.25;0.25;0.7;1;490%;979%;1469%;1958%;2448%;;;;;;;TRUE;statm_mult;stat;pow;group;Skill.Strike;;;;;;;;;;;;;0;1;1;;per;0.009;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0
;cd%;Cast Damage %;Item;none;@gd;FALSE;comm;1.2;1;FALSE;;100;100;200;300;400;500;9999;52;0;34;0;0;25;25;70;100;9999;104;0;68;0;0;50;50;140;200;9999;156;0;102;0;0;75;75;210;300;9999;208;0;136;0;0;100;100;280;400;9999;260;0;170;0;0;125;125;350;500;9999;0.52;0;0.34;0;0;0.25;0.25;0.7;1;490%;979%;1469%;1958%;2448%;;;;;;;TRUE;statm_mult;stat;pow;group;Skill.Cast;;;;;;;;;;;;;0;1;1;;per;0.009;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0
;pd%;Power Damage %;Item;none;@gd;FALSE;comm;1.1;1;FALSE;;100;100;200;300;400;500;9999;52;0;34;0;0;25;25;70;100;9999;104;0;68;0;0;50;50;140;200;9999;156;0;102;0;0;75;75;210;300;9999;208;0;136;0;0;100;100;280;400;9999;260;0;170;0;0;125;125;350;500;9999;0.52;0;0.34;0;0;0.25;0.25;0.7;1;490%;979%;1469%;1958%;2448%;;;;;;;TRUE;statm_mult;stat;pow;group;Skill.Power;;;;;;;;;;;;;0;1;1;;per;0.009;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0
;sud%;Summon Damage %;Item;none;@gd;FALSE;comm;1.1;1;FALSE;;100;100;200;300;400;500;9999;52;0;34;0;0;25;25;70;100;9999;104;0;68;0;0;50;50;140;200;9999;156;0;102;0;0;75;75;210;300;9999;208;0;136;0;0;100;100;280;400;9999;260;0;170;0;0;125;125;350;500;9999;0.52;0;0.34;0;0;0.25;0.25;0.7;1;398%;796%;1193%;1591%;1989%;;;;;;;TRUE;statm_mult;stat;pow;group;Skill.Summon;;;;;;;;;;;;;0;1;1;;per;0.009;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0
;std%;Status Damage %;Item;none;@gd;FALSE;comm;1.2;1;FALSE;;100;100;200;300;400;500;9999;52;0;34;0;0;25;25;70;100;9999;104;0;68;0;0;50;50;140;200;9999;156;0;102;0;0;75;75;210;300;9999;208;0;136;0;0;100;100;280;400;9999;260;0;170;0;0;125;125;350;500;9999;0.52;0;0.34;0;0;0.25;0.25;0.7;1;398%;796%;1193%;1591%;1989%;;;;;;;TRUE;statm_mult;stat;pow;group;Status;;;;;;;;;;;;;0;1;1;;per;0.009;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0
;deu%;Damage % vs undamaged enemies;Item;none;@gd;FALSE;comm;0.9;1;FALSE;;20;20;40;60;80;100;20;10;0;6;0;0;5;5;14;20;40;20;0;13;0;0;10;10;28;40;60;31;0;20;0;0;15;15;42;60;80;41;0;27;0;0;20;20;56;80;100;52;0;34;0;0;25;25;70;100;1;0.52;0;0.34;0;0;0.25;0.25;0.7;1;320%;644%;972%;1296%;1624%;;;;;;;TRUE;dmg_firsthit;pass;mult;group;;;;;;;;;;;;;;0;1;1;;per;0.04;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0
;debl%;Damage % vs enemies below % life;Item;none;@gd;FALSE;comm;1.1;1;FALSE;;50;50;100;150;200;250;50;26;0;17;0;0;12;12;35;50;100;52;0;34;0;0;25;25;70;100;150;78;0;51;0;0;37;37;105;150;200;104;0;68;0;0;50;50;140;200;250;130;0;85;0;0;62;62;175;250;1;0.52;0;0.34;0;0;0.25;0.25;0.7;1;202%;406%;608%;812%;1014%;;;;;;;TRUE;dmg_belowhp;pass;mult;group;;;;;;;;;;;;;;0;1;1;;per;0.01;1;0;;hpm;0.5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0
;deal%;Damage % vs enemies above % life;Item;none;@gd;FALSE;comm;1.1;1;FALSE;;50;50;100;150;200;250;50;26;0;17;0;0;12;12;35;50;100;52;0;34;0;0;25;25;70;100;150;78;0;51;0;0;37;37;105;150;200;104;0;68;0;0;50;50;140;200;250;130;0;85;0;0;62;62;175;250;1;0.52;0;0.34;0;0;0.25;0.25;0.7;1;162%;325%;486%;650%;811%;;;;;;;TRUE;dmg_abovehp;pass;mult;group;;;;;;;;;;;;;;0;1;1;;per;0.008;1;0;;hpm;0.5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0
;dbar;Damage % vs barriers;Item;none;@gd;FALSE;comm;1.1;1;FALSE;;50;50;100;150;200;250;50;26;0;17;0;0;12;12;35;50;100;52;0;34;0;0;25;25;70;100;150;78;0;51;0;0;37;37;105;150;200;104;0;68;0;0;50;50;140;200;250;130;0;85;0;0;62;62;175;250;1;0.52;0;0.34;0;0;0.25;0.25;0.7;1;141%;284%;426%;568%;710%;;;;;;;TRUE;dmg_vsposture;pass;mult;group;;;;;;;;;;;;;;0;1;1;;per;0.007;1;0;;hpm;0.5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0
;cc%;Critical Chance %;Item;none;@cc;FALSE;brok;1;1;FALSE;30;32;62;94;126;158;190;62;6;0;12;0;0;15;15;15;31;94;9;0;18;0;0;23;23;23;47;126;12;0;25;0;0;31;31;31;63;158;15;0;31;0;0;39;39;39;79;190;19;0;38;0;0;47;47;47;95;1;0.1;0;0.2;0;0;0.25;0.25;0.25;0.5;12%;19%;26%;32%;39%;;;;;;;TRUE;statm_mult;stat;cch;group;;;;;;;;;;;;;;0;1;1;;per;0.0008;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0
;acc%;Attack Critical Chance %;Item;none;@cc;FALSE;brok;1;1;FALSE;12;15;27;42;57;72;87;27;2;0;5;0;0;6;6;6;13;42;4;0;8;0;0;10;10;10;21;57;5;0;11;0;0;14;14;14;28;72;7;0;14;0;0;18;18;18;36;87;8;0;17;0;0;21;21;21;43;1;0.1;0;0.2;0;0;0.25;0.25;0.25;0.5;14%;22%;30%;38%;46%;;;;;;;TRUE;statm_mult;stat;cch;group;Weapon;;;;;;;;;;;;;0;1;1;;per;0.0021;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0
;dcc%;Dash Critical Chance %;Item;none;@cc;FALSE;comm;0.8;1;FALSE;8;8;16;24;32;40;48;16;1;0;3;0;4;4;4;4;8;24;2;0;4;0;7;6;6;6;12;32;3;0;6;0;9;8;8;8;16;40;4;0;8;0;12;10;10;10;20;48;4;0;9;0;14;12;12;12;24;1;0.1;0;0.2;0;0.3;0.25;0.25;0.25;0.5;12%;18%;24%;31%;36%;;;;;;;TRUE;statm_mult;stat;cch;group;Skill.Dash;;;;;;;;;;;;;0;1;1;;per;0.0027;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0
;scc%;Strike Critical Chance %;Item;none;@cc;FALSE;comm;1.2;1;FALSE;12;15;27;42;57;72;87;27;2;0;5;0;0;6;6;6;13;42;4;0;8;0;0;10;10;10;21;57;5;0;11;0;0;14;14;14;28;72;7;0;14;0;0;18;18;18;36;87;8;0;17;0;0;21;21;21;43;1;0.1;0;0.2;0;0;0.25;0.25;0.25;0.5;11%;18%;24%;31%;37%;;;;;;;TRUE;statm_mult;stat;cch;group;Skill.Strike;;;;;;;;;;;;;0;1;1;;per;0.0017;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0
